pmid,year,pub_date,title,abstract,journal,journal_abbr,pub_type,first_author,first_affiliation,doi,scopus_eid,cited_by,sjr_quartile,sjr_quartile
2-s2.0-85133535302,2022,2022 Jan,Artificial Intelligence Strategy and consequences of its implementation for labour law,,Vestnik Sankt Peterburgskogo Universiteta Pravo,,Article,Filipova I.A.,"Lobachevsky State University of Nizhni Novgorod, Nizhny Novgorod, Russian Federation",10.21638/spbu14.2022.101,2-s2.0-85133535302,8,Q3,Q3
2-s2.0-85128730388,2022,2022 Jan,IMPACT OF THE CONCEPT OF “TECHNOSCIENCE” ON THE GENESIS FEATURES OF THE LEGAL REGULATION OF ARTIFICIAL INTELLIGENCE AND ROBOTICS TECHNOLOGY,,Gosudarstvo I Pravo,,Article,Neznamov A.V.,"Institute of State and Law, Russian Academy of Sciences, Moscow, Russian Federation",10.31857/S102694520019169-6,2-s2.0-85128730388,0,Q3,Q3
2-s2.0-85132117267,2022,2022 Jan,DEFINITION OF ARTIFICIAL INTELLIGENCE IN THE CONTEXT OF THE RUSSIAN LEGAL SYSTEM: A CRITICAL APPROACH,,Gosudarstvo I Pravo,,Article,Arkhipov V.V.,"Saint Petersburg State University, Saint Petersburg, Russian Federation",10.31857/S102694520018288-7,2-s2.0-85132117267,7,Q3,Q3
2-s2.0-85133368214,2022,2022 Jan,"DIVING INTO THE DEPTHS OF JUSTICE M. I. Kleandrov. JUSTICE AND JUSTICE: monograph. Moscow: Norma: INFRA-M, 2022. – 364 pp.",,Gosudarstvo I Pravo,,Article,Amosov S.M.,"Deputy Chairman of the Supreme Court of the Russian Federation-Chairman of the Judicial Board for Military Affairs, Moscow, Russian Federation",10.31857/S102694520019593-3,2-s2.0-85133368214,0,Q3,Q3
2-s2.0-85126439809,2022,2022 Jan,Could an Artificial Intelligence be a Ghostwriter?,,Journal of Intellectual Property Rights,,Article,Nowak-Gruca A.,"Krakow University of Economics, Krakow, Poland",,2-s2.0-85126439809,6,Q3,Q3
2-s2.0-85143230659,2022,2022 Jan,TRUST IN THE LAW DURING THE DIGITAL TRANSFORMATION,,Gosudarstvo I Pravo,,Article,Polyakova T.A.,"St. Petersburg Federal Research Center of the Russian Academy of Sciences, Saint Petersburg, Russian Federation",10.31857/S102694520022767-4,2-s2.0-85143230659,8,Q3,Q3
2-s2.0-85129690867,2022,2022 Jan,E-Justice Platforms: Challenges for Judicial Governance,,International Journal for Court Administration,,Article,Reiling D.,"Consiglio Nazionale delle Ricerche, Rome, Italy",10.36745/ijca.399,2-s2.0-85129690867,21,Q3,Q3
2-s2.0-85151541556,2022,2022 Jan,Legal Challenges of AI Supported Legal Services: Bridging Principles and Markets,,Italian Law Journal,,Article,Schneider G.,"Università Cattolica del Sacro Cuore, Milan, Italy",,2-s2.0-85151541556,6,Q3,Q3
2-s2.0-85146761921,2022,2022 Jan,ARTIFICIAL INTELLIGENCE AND JUDGMENT BY COMPUTERS: AN ANALYSIS FROM THE PERSPECTIVE OF SUBSTANTIAL ACCESS TO JUSTICE,,Revista Juridica,,Article,Cardoso H.R.,"Université Fédérale de Sergipe, Sao Cristovao, Brazil",10.26668/revistajur.2316-753X.v5i72.6241,2-s2.0-85146761921,0,Q3,Q3
2-s2.0-85144666046,2022,2022 Jan,IMPROVING THE LAW ENFORCEMENT FUNCTIONS OF EXECUTIVE AUTHORITIES TO ENSURE INFORMATION SECURITY AS A DIRECTION OF MODERN RUSSIAN LEGAL POLICY,,Gosudarstvo I Pravo,,Article,Soldatkina O.L.,"Institute of State and Law, Russian Academy of Sciences, Moscow, Russian Federation",10.31857/S102694520023460-7,2-s2.0-85144666046,0,Q3,Q3
2-s2.0-85133507364,2022,2022 Jan,Prosecutor's participation in civil and administrative proceedings in defense of public interests in the China,,Vestnik Sankt Peterburgskogo Universiteta Pravo,,Article,Shaoxue J.,"China University of Political Science and Law, Beijing, China",10.21638/spbu14.2022.111,2-s2.0-85133507364,0,Q3,Q3
2-s2.0-85144496229,2022,2022 Jan,Observance of Human Rights in the Use of AI as Technology,,Revista De Direito Estado E Telecomunicacoes,,Article,Kosilova O.I.,"Taras Shevchenko National University of Kyiv, Kyiv, Ukraine",10.26512/lstr.v14i2.41558,2-s2.0-85144496229,1,Q3,Q3
2-s2.0-85126649095,2022,2022 Jan,AUTOMATION BIAS & THE PROPOSAL OF THE EU-REGULATION ON AI,,Jusletter IT,,Article,Pfister J.,"Universität Wien, Vienna, Austria",10.38023/6EC715D9-0ED6-4A44-8BE0-6874A866D8E8,2-s2.0-85126649095,0,Q3,Q3
2-s2.0-85138802093,2022,2022 Jan,AUGMENTED LAWYERING,,University of Illinois Law Review,,Article,Armour J.,"Oxford Social Sciences Division, Oxford, United Kingdom",,2-s2.0-85138802093,19,Q3,Q3
2-s2.0-85137647478,2022,2022 Jan,Models of impersonal management of commercial corporations: Legal aspects,,Vestnik Sankt Peterburgskogo Universiteta Pravo,,Article,Laptev V.A.,"Kutafin Moscow State Law University, Moscow, Russian Federation",10.21638/spbu14.2022.206,2-s2.0-85137647478,0,Q3,Q3
2-s2.0-85143493900,2022,2022 Jan,THE IMPACT OF THE DEVELOPMENT OF FINANCIAL TECHNOLOGIES ON THE LEGAL REGULATION OF THE FINANCIAL SERVICES SECTOR,,Revista Juridica,,Article,Vysotskaya N.,"Moscow Aviation Institute (National Research University), Moscow, Russian Federation",10.26668/revistajur.2316-753X.v2i69.5687,2-s2.0-85143493900,9,Q3,Q3
2-s2.0-85156230197,2022,2022 Jan,Remote Litigation in the Kingdom of Saudi Arabia,,International Journal of Criminal Justice Sciences,,Article,Al-Shaibani M.N.,"Prince Sattam Bin Abdulaziz University, Al Kharj, Saudi Arabia",10.5281/zenodo.4756110,2-s2.0-85156230197,6,Q3,Q3
2-s2.0-85129506432,2022,2022 Jan,Somatic Genome Editing with the Use of AI: Big Promises but Doubled Legal Issues,,European Journal of Health Law,,Article,Kiseleva A.,"Vrije Universiteit Brussel, Brussels, Belgium",10.1163/15718093-bja10079,2-s2.0-85129506432,0,Q3,Q3
2-s2.0-85126917043,2022,2022 Jan,ARTIFICIAL INTELLIGENCE AND DESIGN: THE CASE OF “REQUEST TO INTERVENE” IN “INDUSTRY 4.0”,,Jusletter IT,,Article,Costantini F.,"Università degli Studi di Udine, Udine, Italy",10.38023/8AF1D00D-A216-4422-AA8D-6983E439DB87,2-s2.0-85126917043,0,Q3,Q3
2-s2.0-85167901678,2022,2022 Jan,Artificial intelligence and protection techniques,,Lavoro E Diritto,,Article,Peruzzi M.,"Università degli Studi di Verona, Verona, Italy",10.1441/105003,2-s2.0-85167901678,1,Q3,Q3
2-s2.0-85121354218,2022,2022 Jan,A conceptual framework for legal personality and its application to AI,,Jurisprudence,,Article,Novelli C.,"Alma Mater Studiorum Università di Bologna, Bologna, Italy",10.1080/20403313.2021.2010936,2-s2.0-85121354218,18,Q3,Q3
2-s2.0-85129907028,2022,2022 Jan,First Do No Harm: Legal Principles Regulating the Future of Artificial Intelligence in Health Care in South Africa,,Potchefstroom Electronic Law Journal,,Article,Donnelly D.L.,"University of KwaZulu-Natal, Durban, South Africa",10.17159/1727-3781/2022/V25IA11118,2-s2.0-85129907028,21,Q3,Q3
2-s2.0-85160241725,2022,2022 Jan,REGULATORY SANDBOXES UNDER THE DRAFT EU ARTIFICIAL INTELLIGENCE ACT: AN OPPORTUNITY FOR SMES?,,Intereulaweast,,Article,Pošćić A.,"Faculty of Law, University of Rijeka, Rijeka, Croatia",10.22598/iele.2022.9.2.3,2-s2.0-85160241725,9,Q3,Q3
2-s2.0-85159349376,2022,2022 Jan,International humanitarian law and the lethal autonomous weapons,,Brazilian Journal of International Law,,Article,Mota R.G.,"Escola de Comando e Estado-Maior do Exército (ECEME), Brazil",10.5102/rdi.v19i3.8599,2-s2.0-85159349376,0,Q3,Q3
2-s2.0-85144121606,2022,2022 Jan,A Contract Law Approach for the Treatment of Smart Contracts' 'Bugs',,European Review of Private Law,,Article,Rizos E.,"Aristotle University of Thessaloniki, Thessaloniki, Greece",10.54648/erpl2022037,2-s2.0-85144121606,3,Q3,Q3
2-s2.0-85138760148,2022,2022 Jan,Orwell that ends well? social credit as regulation for the algorithmic age,,University of Illinois Law Review,,Article,Werbach K.,"Wharton School of the University of Pennsylvania, Philadelphia, United States",,2-s2.0-85138760148,10,Q3,Q3
2-s2.0-85142533233,2022,2022 Jan,BIOHACKING AND CIBORGUISM: HUMAN IMPROVEMENT IN LIGHT OF PERSONALITY RIGHTS,,Revista Opiniao Juridica,,Article,Tobbin R.A.,"Universidade de Lisboa, Lisbon, Portugal",10.12662/2447-6641oj.v20i35.p110-138.2022,2-s2.0-85142533233,2,Q3,Q3
2-s2.0-85142396189,2022,2022 Jan,Crisis and palingenesis (rebirth) of criminal law in the context of digitalization,,Vestnik Sankt Peterburgskogo Universiteta Pravo,,Article,Russkevich E.,"Moscow University of the Ministry of Internal Affairs of the Russian Federation named after V.Ya. Kikotya, Moscow, Russian Federation",10.21638/spbu14.2022.301,2-s2.0-85142396189,1,Q3,Q3
2-s2.0-85133357380,2022,2022 Jan,NEW FORMS OF USING INFORMATION TECHNOLOGIES IN CRIMINAL PROCEEDINGS,,Gosudarstvo I Pravo,,Article,Galustyan O.A.,"Moscow University of the Ministry of Internal Affairs of the Russian Federation named after V.Ya. Kikotya, Moscow, Russian Federation",10.31857/S102694520019563-0,2-s2.0-85133357380,0,Q3,Q3
2-s2.0-85144308897,2022,2022 Jan,"Future Law, the Power of Prediction, and the Disappearance of Time",,Law Technology and Humans,,Article,Neuwirth R.J.,"University of Macau, Taipa, Macao",10.5204/lthj.2376,2-s2.0-85144308897,11,Q3,Q3
2-s2.0-85147674357,2022,2022 Jan,GOVERNANCE OF AI ALGORITHMS-AN APPROACH FROM EPISTEMOLOGIES OF THE SOUTH,,Revista Juridica,,Article,Cantarini P.,"Universidade de Coimbra, Coimbra, Portugal",10.26668/revistajur.2316-753X.v5i72.6286,2-s2.0-85147674357,0,Q3,Q3
2-s2.0-85185484891,2023,2023 Dec,Artificial Intelligence and Human Rights in the Context of International Law,,Prawo I Wiez,,Article,Wiśniewski A.,"Uniwersytetu Gdańskiego, Poland",10.36128/PRIW.VI47.785,2-s2.0-85185484891,3,Q3,Q3
2-s2.0-85184809214,2023,2023 Dec,First Global Report on the State of Artificial Intelligence in Legal Practice,,Jusletter IT,,Article,Jackowski M.,,10.38023/5501c854-14eb-4529-b6b9-44343e477f44,2-s2.0-85184809214,0,Q3,Q3
2-s2.0-85180458016,2023,2023 Dec,Introduction. Empirical research with judicial professionals and courts: Methods and practices,,Onati Socio Legal Series,,Editorial,Casaleiro P.,"University of Coimbra, Centre for Social Studies, Coimbra, Portugal",10.35295/OSLS.IISL.1935,2-s2.0-85180458016,2,Q3,Q3
2-s2.0-85181680486,2023,2023 Dec,The situation in Gaza – will cruelty and hatred triumph?,,South African Journal of Bioethics and Law,,Editorial,Dhai A.,,10.7196/SAJBL.2023.v16i3.1819,2-s2.0-85181680486,2,Q3,Q3
2-s2.0-85181652165,2023,2023 Dec,Gaza and international law: The global obligation to protect life and health,,South African Journal of Bioethics and Law,,Note,Soni S.,"University of KwaZulu-Natal, Durban, South Africa",10.7196/SAJBL.2023.v16i3.1764,2-s2.0-85181652165,6,Q3,Q3
2-s2.0-85180478215,2023,2023 Dec,Criminal Mediation: a restorative proposal to mitigate gender and intimate partner violence in Chile,,Onati Socio Legal Series,,Article,González Ramírez I.X.,"Universidad de Buenos Aires, Buenos Aires, Argentina",10.35295/osls.iisl.1542,2-s2.0-85180478215,1,Q3,Q3
2-s2.0-85180471214,2023,2023 Dec,Conducting socio-legal research in Portugal: from the experience of the Permanent Observatory for Justice to the study of working conditions in courts,,Onati Socio Legal Series,,Article,Dias J.P.,"University of Coimbra, Centre for Social Studies, Coimbra, Portugal",10.35295/osls.iisl.1735,2-s2.0-85180471214,3,Q3,Q3
2-s2.0-85180518305,2023,2023 Dec,“How exactly does it get done here?” Conducting crossjurisdictional research with judges and court staff,,Onati Socio Legal Series,,Article,Hannaford-Agor P.,"National Center for State Courts, Williamsburg, United States",10.35295/osls.iisl.1702,2-s2.0-85180518305,4,Q3,Q3
2-s2.0-85180427336,2023,2023 Dec,Empirical research with judicial officers: The biography of a research project,,Onati Socio Legal Series,,Article,Anleu S.R.,"Flinders University, Adelaide, Australia",10.35295/OSLS.IISL.1726,2-s2.0-85180427336,4,Q3,Q3
2-s2.0-85180480751,2023,2023 Dec,Two tiers of judicial officers,,Onati Socio Legal Series,,Article,Hunter J.,"UNSW Sydney, Sydney, Australia",10.35295/OSLS.IISL.1755,2-s2.0-85180480751,1,Q3,Q3
2-s2.0-85180508148,2023,2023 Dec,"Handmaidens, partners or go-betweens: Reflections on the push and pull of the judicial and justice policy audience",,Onati Socio Legal Series,,Article,Mulcahy L.,"University of Oxford, Oxford, United Kingdom",10.35295/osls.iisl.1707,2-s2.0-85180508148,4,Q3,Q3
2-s2.0-85180501984,2023,2023 Dec,"Studying judges: the role of the Chief Justice, and other institutional actors",,Onati Socio Legal Series,,Article,Appleby G.,"UNSW Sydney, Sydney, Australia",10.35295/OSLS.IISL.1713,2-s2.0-85180501984,4,Q3,Q3
2-s2.0-85180495451,2023,2023 Dec,Lazy data? Using administrative records in research on judicial systems,,Onati Socio Legal Series,,Article,Opeskin B.,"University of Technology Sydney, Sydney, Australia",10.35295/osls.iisl.1624,2-s2.0-85180495451,4,Q3,Q3
2-s2.0-85180496422,2023,2023 Dec,Sexual consent in the Spanish Criminal Code: shadows of its political and legal construction through the Law on the Comprehensive Guarantee of Sexual Freedom,,Onati Socio Legal Series,,Article,Alonso I.A.,"Universidad del Pais Vasco, Leioa, Spain",10.35295/OSLS.IISL.1799,2-s2.0-85180496422,0,Q3,Q3
2-s2.0-85180480638,2023,2023 Dec,Perceptions of administrative policymaking authority: Evidence from interviews in three state court systems,,Onati Socio Legal Series,,Article,Mark A.,"Wesleyan University Middletown, Middletown, United States",10.35295/OSLS.IISL.1706,2-s2.0-85180480638,4,Q3,Q3
2-s2.0-85180424450,2023,2023 Dec,“It’s in the law”: An ethnographic account of the effects of the introduction of lay participation on judicial bureaucracies in Greater Buenos Aires,,Onati Socio Legal Series,,Article,Amietta S.A.,"Keele University, Keele, United Kingdom",10.35295/osls.iisl.1793,2-s2.0-85180424450,2,Q3,Q3
2-s2.0-85180498246,2023,2023 Dec,Rethinking legal time: The temporal turn in socio-legal studies,,Onati Socio Legal Series,,Article,Pecile V.,"Universität Luzern, Luzern, Switzerland",10.35295/OSLS.IISL.1811,2-s2.0-85180498246,5,Q3,Q3
2-s2.0-85180446255,2023,2023 Dec,The concept of speed in Luhmann’s schemata: The case of the Russian criminal justice,,Onati Socio Legal Series,,Article,Skoblik K.,"The George Washington University, Washington, D.C., United States",10.35295/OSLS.IISL.1733,2-s2.0-85180446255,0,Q3,Q3
2-s2.0-85193939034,2023,2023 Dec,"Pressure on judges: How managerialisation and evolving professional standards affect judges’ autonomy, efficiency and stress",,Onati Socio Legal Series,,Article,Viapiana F.,"Universiteit Utrecht, Utrecht, Netherlands",10.35295/OSLS.IISL.1672,2-s2.0-85193939034,0,Q3,Q3
2-s2.0-85180460290,2023,2023 Dec,"Analysing courthouses’ spaces, places and architecture: some methodological outlines",,Onati Socio Legal Series,,Article,Branco P.,"CES-UC, Portugal",10.35295/osls.iisl.1692,2-s2.0-85180460290,5,Q3,Q3
2-s2.0-85180514879,2023,2023 Dec,Engaging with court research: The case of French terror trials,,Onati Socio Legal Series,,Article,Weill S.,"The American University of Paris, Paris, France",10.35295/osls.iisl.1732,2-s2.0-85180514879,3,Q3,Q3
2-s2.0-85180455978,2023,2023 Dec,When you cannot ask the judge: Using cases to explore judicial culture in the UK Supreme Court,,Onati Socio Legal Series,,Article,Cahill-O’Callaghan R.,"College of Arts, Humanities and Social Sciences, Cardiff, United Kingdom",10.35295/OSLS.IISL.1745,2-s2.0-85180455978,3,Q3,Q3
2-s2.0-85183376155,2023,2023 Dec,Agricultural land succession rules in the Visegrád countries and the relevant case-law of national constitutional courts,,Journal of Agricultural and Environmental Law,,Article,Szinek Csütörtöki H.,"Miskolci Egyetem, Miskolc, Hungary",10.21029/JAEL.2023.35.128,2-s2.0-85183376155,1,Q3,Q3
2-s2.0-85183421980,2023,2023 Dec,Croatian land acquisition rules after the expiry of the EU moratorium,,Journal of Agricultural and Environmental Law,,Article,Josipović T.,"University of Zagreb, Faculty of Law, Zagreb, Croatia",10.21029/JAEL.2023.35.64,2-s2.0-85183421980,0,Q3,Q3
2-s2.0-85183389329,2023,2023 Dec,The National Raw Materials Policy in Poland as an instrument of implementation of the constitutional principle of ensuring the security of citizens (Article 5 of the Constitution of the Republic of Poland),,Journal of Agricultural and Environmental Law,,Article,Ledwoń P.,"Krakow University of Economics, Krakow, Poland",10.21029/JAEL.2023.35.100,2-s2.0-85183389329,4,Q3,Q3
2-s2.0-85181678567,2023,2023 Dec,Is there a legal and ethical duty on doctors to inform patients of the likely co-payment costs should they be treated by practitioners who have contracted out of medical scheme rates?,,South African Journal of Bioethics and Law,,Article,McQuoid-Mason D.,"University of KwaZulu-Natal, Durban, South Africa",10.7196/SAJBL.2023.v16i3.1470,2-s2.0-85181678567,0,Q3,Q3
2-s2.0-85183415973,2023,2023 Dec,Prohibition of cross-border water transport in the conditions of the Slovak Republic and its legal consequences,,Journal of Agricultural and Environmental Law,,Article,Jakab R.,"Pavol Jozef Šafárik University in Košice, Kosice, Slovakia",10.21029/JAEL.2023.35.49,2-s2.0-85183415973,3,Q3,Q3
2-s2.0-85183401712,2023,2023 Dec,Constitutional legal protection of ecological values in the Republic of Serbia,,Journal of Agricultural and Environmental Law,,Article,Vučković J.,"University of Kragujevac, Kragujevac, Serbia",10.21029/JAEL.2023.35.145,2-s2.0-85183401712,0,Q3,Q3
2-s2.0-85181715097,2023,2023 Dec,Three to one – an ethicolegal outline of mitochondrial donation in the South African context,,South African Journal of Bioethics and Law,,Article,Mahomed S.,"University of South Africa, Pretoria, South Africa",10.7196/SAJBL.2023.v16i3.1272,2-s2.0-85181715097,0,Q3,Q3
2-s2.0-85181683106,2023,2023 Dec,Pragmatic ethical approaches to evangelising in the medical encounter,,South African Journal of Bioethics and Law,,Article,Ellis C.,"University of KwaZulu-Natal, Durban, South Africa",10.7196/SAJBL.2023.v16i3.1141,2-s2.0-85181683106,0,Q3,Q3
2-s2.0-85183449374,2023,2023 Dec,Legal instruments of financial support for low-carbon energy in the legal system of Poland,,Journal of Agricultural and Environmental Law,,Article,Rakoczy B.,"Uniwersytet Mikołaja Kopernika w Toruniu, Torun, Poland",10.21029/JAEL.2023.35.115,2-s2.0-85183449374,0,Q3,Q3
2-s2.0-85183407522,2023,2023 Dec,Liability rules protecting waste management in the light of the right to a healthy environment,,Journal of Agricultural and Environmental Law,,Article,Hornyák Z.,"Miskolci Egyetem, Miskolc, Hungary",10.21029/JAEL.2023.35.31,2-s2.0-85183407522,6,Q3,Q3
2-s2.0-85181750615,2023,2023 Dec,Collective responsibility during a cholera outbreak: The case of Hammanskraal,,South African Journal of Bioethics and Law,,Article,Obasa A.E.,"Stellenbosch University, Stellenbosch, South Africa",10.7196/SAJBL.2023.v16i3.1250,2-s2.0-85181750615,5,Q3,Q3
2-s2.0-85183371287,2023,2023 Dec,Environmental law principles as guidelines for protecting the outer space,,Journal of Agricultural and Environmental Law,,Article,Hopej K.,"Miskolci Egyetem, Miskolc, Hungary",10.21029/JAEL.2023.35.18,2-s2.0-85183371287,3,Q3,Q3
2-s2.0-85183406341,2023,2023 Dec,The liquidation of undivided common land ownership in Hungary,,Journal of Agricultural and Environmental Law,,Article,Árvai G.,"Szegedi Tudományegyetem (SZTE), Szeged, Hungary",10.21029/JAEL.2023.35.7,2-s2.0-85183406341,4,Q3,Q3
2-s2.0-85183436302,2023,2023 Dec,How the KOB SIA case altered the Member States’ margin of appreciation: with particular attention to the judgment’s possibly consistent characteristics and the relevant provisions of Directive 123/2006,,Journal of Agricultural and Environmental Law,,Article,Korom Á.,"Károli Gáspár University, Budapest, Hungary",10.21029/JAEL.2023.35.86,2-s2.0-85183436302,1,Q3,Q3
2-s2.0-85183380232,2023,2023 Dec,Constitutional protections of property and energy-efficient housing in Croatia,,Journal of Agricultural and Environmental Law,,Article,Josipović T.,"University of Zagreb, Faculty of Law, Zagreb, Croatia",10.21029/JAEL.2023.35.178,2-s2.0-85183380232,0,Q3,Q3
2-s2.0-85183404026,2023,2023 Dec,"Regulation of genetically modified organisms, food and feed in the EU with particular reference to Poland – protection of consumers and the environment or merely a response to public expectations?",,Journal of Agricultural and Environmental Law,,Article,Wojciechowski P.,"University of Warsaw, Warsaw, Poland",10.21029/JAEL.2023.35.161,2-s2.0-85183404026,0,Q3,Q3
2-s2.0-85180454341,2023,2023 Dec,COMPARING THE PROCEDURES AND PRACTICE OF JUDICIAL DIALOGUE IN THE US AND THE EU: EFFECTS OF US UNCONSTITUTIONALITY AND EU’S PRELIMINARY INTERPRETATIVE RULINGS µ,,European Journal of Legal Studies,,Article,Nicola F.G.,"American University, Washington, D.C., United States",10.2924/EJLS.2023CJEU.006,2-s2.0-85180454341,1,Q3,Q3
2-s2.0-85184475705,2023,2023 Dec,Editorial: Challenges of children’s rights,,Hungarian Journal of Legal Studies,,Editorial,Lux A.,"Hacettepe Üniversitesi, Ankara, Turkey",10.1556/2052.2023.00002,2-s2.0-85184475705,0,Q3,Q3
2-s2.0-85179110337,2023,2023 Dec,Children after war: From moral development claims to welfare and agency rights,,Hungarian Journal of Legal Studies,,Article,Brucato G.,"Central European University, Vienna, Austria",10.1556/2052.2023.00437,2-s2.0-85179110337,3,Q3,Q3
2-s2.0-85184475416,2023,2023 Dec,An examination of the Child’s Right to survival and development in Nigeria – The Boko Haram Insurgency in context,,Hungarian Journal of Legal Studies,,Article,Ofuani-Sokolo A.I.,"University of Benin, Benin, Nigeria",10.1556/2052.2023.00445,2-s2.0-85184475416,1,Q3,Q3
